Dataset,# Training,% Training,% Defect Training,%Defect Testing,Classifier,Balancing,FeatureSelection,TP,FP,TN,FN,Precision,Recall,ROC Area,Kappa
AVRO,4,0.8194006309148265,0.0846968238691049,0.05240174672489083,RF,Over sampling,False,0.9127234490010515,0.15151515151515152,0.8484848484848485,0.08727655099894847,0.9848714069591528,0.9127234490010515,0.9055639199566644,0.5600392676869427
AVRO,4,0.8194006309148265,0.0846968238691049,0.05240174672489083,IBk,Over sampling,False,0.9332281808622502,0.2178030303030303,0.7821969696969697,0.06677181913774974,0.9788602941176471,0.9332281808622502,0.8872896950578338,0.582316297270091
AVRO,4,0.8194006309148265,0.0846968238691049,0.05240174672489083,NB,Over sampling,False,0.9279121392686062,0.19823232323232323,0.8017676767676768,0.07208786073139385,0.9806148907272503,0.9279121392686062,0.8877792411791711,0.577492271578111
AVRO,4,0.8194006309148265,0.0846968238691049,0.05240174672489083,RF,Smote,False,0.9127234490010515,0.15151515151515152,0.8484848484848485,0.08727655099894847,0.9848714069591528,0.9127234490010515,0.905544004715929,0.5600392676869427
AVRO,4,0.8194006309148265,0.0846968238691049,0.05240174672489083,IBk,Smote,False,0.9297230984928145,0.2178030303030303,0.7821969696969697,0.07027690150718542,0.9787822878228782,0.9297230984928145,0.8577630272228064,0.571468993840492
AVRO,4,0.8194006309148265,0.0846968238691049,0.05240174672489083,NB,Smote,False,0.9241733847412081,0.19570707070707072,0.8042929292929293,0.07582661525879192,0.9807811531308122,0.9241733847412081,0.8746430008697798,0.5677790621025647
AVRO,4,0.8194006309148265,0.0846968238691049,0.05240174672489083,RF,No sampling,True,0.9127234490010515,0.15151515151515152,0.8484848484848485,0.08727655099894847,0.9848714069591528,0.9127234490010515,0.88060414874295,0.5600392676869427
AVRO,4,0.8194006309148265,0.0846968238691049,0.05240174672489083,IBk,No sampling,True,0.9153522607781283,0.16098484848484848,0.8390151515151515,0.08464773922187172,0.9839864355689525,0.9153522607781283,0.8813599321288595,0.5621140732936124
AVRO,4,0.8194006309148265,0.0846968238691049,0.05240174672489083,NB,No sampling,True,0.9270942867157378,0.28914141414141414,0.7108585858585859,0.07290571328426218,0.9719500244977952,0.9270942867157378,0.8657695071995808,0.5202285103035884
AVRO,4,0.8194006309148265,0.0846968238691049,0.05240174672489083,RF,Under sampling,True,0.9235015772870663,0.2547348484848485,0.7452651515151515,0.07649842271293375,0.9751110288675056,0.9235015772870663,0.84953919452145,0.5309688967034079
AVRO,4,0.8194006309148265,0.0846968238691049,0.05240174672489083,IBk,Under sampling,True,0.922397476340694,0.23787878787878788,0.7621212121212121,0.07760252365930599,0.9766923990498813,0.922397476340694,0.8461592794400365,0.5378968819708552
AVRO,4,0.8194006309148265,0.0846968238691049,0.05240174672489083,NB,Under sampling,True,0.9221287533590373,0.2335858585858586,0.7664141414141414,0.07787124664096273,0.9770968740328072,0.9221287533590373,0.8425925925925926,0.5396742889982067
AVRO,4,0.8194006309148265,0.0846968238691049,0.05240174672489083,RF,Over sampling,True,0.9127234490010515,0.15151515151515152,0.8484848484848485,0.08727655099894847,0.9848714069591528,0.9127234490010515,0.88060414874295,0.5600392676869427
AVRO,4,0.8194006309148265,0.0846968238691049,0.05240174672489083,IBk,Over sampling,True,0.9153522607781283,0.16098484848484848,0.8390151515151515,0.08464773922187172,0.9839864355689525,0.9153522607781283,0.8815068070292834,0.5621140732936124
AVRO,4,0.8194006309148265,0.0846968238691049,0.05240174672489083,NB,Over sampling,True,0.9171632200023367,0.17803030303030304,0.821969696969697,0.08283677999766328,0.9823551495432361,0.9171632200023367,0.8658482092805612,0.5576659547783998
AVRO,4,0.8194006309148265,0.0846968238691049,0.05240174672489083,RF,Smote,True,0.9127234490010515,0.15151515151515152,0.8484848484848485,0.08727655099894847,0.9848714069591528,0.9127234490010515,0.8820081732147979,0.5600392676869427
AVRO,4,0.8194006309148265,0.0846968238691049,0.05240174672489083,IBk,Smote,True,0.9153522607781283,0.16098484848484848,0.8390151515151515,0.08464773922187172,0.9839864355689525,0.9153522607781283,0.8823666475480355,0.5621140732936124
AVRO,4,0.8194006309148265,0.0846968238691049,0.05240174672489083,NB,Smote,True,0.9268606145577755,0.2828282828282828,0.7171717171717171,0.07313938544222456,0.9725389236238813,0.9268606145577755,0.8767832254074805,0.5234742164020049
AVRO,5,0.8470273881095525,0.07886435331230283,0.05240174672489083,RF,No sampling,False,0.9355022831050228,0.25,0.75,0.06449771689497717,0.9776319713689233,0.9355022831050228,0.8796941590563165,0.5572646241363792
AVRO,5,0.8470273881095525,0.07886435331230283,0.05240174672489083,IBk,No sampling,False,0.9509132420091324,0.28833333333333333,0.7116666666666667,0.04908675799086758,0.974696504314758,0.9509132420091324,0.8623181839802131,0.5861984512330294
AVRO,5,0.8470273881095525,0.07886435331230283,0.05240174672489083,NB,No sampling,False,0.9459665144596652,0.26666666666666666,0.7333333333333333,0.05403348554033485,0.97643362136685,0.9459665144596652,0.8659403010316252,0.582279802210132
AVRO,5,0.8470273881095525,0.07886435331230283,0.05240174672489083,RF,Under sampling,False,0.9417094748858448,0.25,0.75,0.05829052511415525,0.9777761315653012,0.9417094748858448,0.861177731402207,0.5778820488794629
AVRO,5,0.8470273881095525,0.07886435331230283,0.05240174672489083,IBk,Under sampling,False,0.9466324200913242,0.2653333333333333,0.7346666666666667,0.0533675799086758,0.9765648000942119,0.9466324200913242,0.8568458333333333,0.585472135486409
AVRO,5,0.8470273881095525,0.07886435331230283,0.05240174672489083,NB,Under sampling,False,0.9439212328767124,0.2561111111111111,0.7438888888888889,0.05607876712328767,0.9772973505367871,0.9439212328767124,0.8600133709622865,0.5817221897713905
AVRO,5,0.8470273881095525,0.07886435331230283,0.05240174672489083,RF,Over sampling,False,0.9289383561643836,0.2,0.8,0.07106164383561644,0.9819004524886877,0.9289383561643836,0.8812828196347032,0.5659323859028725
AVRO,5,0.8470273881095525,0.07886435331230283,0.05240174672489083,IBk,Over sampling,False,0.9476312785388128,0.2633333333333333,0.7366666666666667,0.05236872146118721,0.9767612884247684,0.9476312785388128,0.8668477692161339,0.5902910613658686
AVRO,5,0.8470273881095525,0.07886435331230283,0.05240174672489083,NB,Over sampling,False,0.9429223744292238,0.2544444444444444,0.7455555555555555,0.05707762557077625,0.9774184005522137,0.9429223744292238,0.8669405864197531,0.5793003200156244
AVRO,5,0.8470273881095525,0.07886435331230283,0.05240174672489083,RF,Smote,False,0.9332191780821918,0.20333333333333334,0.7966666666666666,0.06678082191780822,0.9816871810267187,0.9332191780821918,0.8839806887366819,0.5776025222344181
AVRO,5,0.8470273881095525,0.07886435331230283,0.05240174672489083,IBk,Smote,False,0.9310787671232876,0.20333333333333334,0.7966666666666666,0.06892123287671233,0.9816458552730555,0.9310787671232876,0.8747886938736682,0.5707462392594236
AVRO,5,0.8470273881095525,0.07886435331230283,0.05240174672489083,NB,Smote,False,0.9318873668188736,0.21444444444444444,0.7855555555555556,0.06811263318112633,0.9806787466212834,0.9318873668188736,0.8647167787079316,0.5668441963138174
AVRO,5,0.8470273881095525,0.07886435331230283,0.05240174672489083,RF,No sampling,True,0.9355022831050228,0.26666666666666666,0.7333333333333333,0.06449771689497717,0.9761762954139369,0.9355022831050228,0.8333737633181126,0.5471047987225813
AVRO,5,0.8470273881095525,0.07886435331230283,0.05240174672489083,IBk,No sampling,True,0.9355022831050228,0.26666666666666666,0.7333333333333333,0.06449771689497717,0.9761762954139369,0.9355022831050228,0.8341567969939118,0.5471047987225813
AVRO,5,0.8470273881095525,0.07886435331230283,0.05240174672489083,NB,No sampling,True,0.9490106544901066,0.4166666666666667,0.5833333333333334,0.05098934550989345,0.9637716162689596,0.9490106544901066,0.8236042406561813,0.49209707573335304
AVRO,5,0.8470273881095525,0.07886435331230283,0.05240174672489083,RF,Under sampling,True,0.9456335616438356,0.37916666666666665,0.6208333333333333,0.054366438356164386,0.9668101247355751,0.9456335616438356,0.8025980724410198,0.5071483413369718
AVRO,5,0.8470273881095525,0.07886435331230283,0.05240174672489083,IBk,Under sampling,True,0.943607305936073,0.3566666666666667,0.6433333333333333,0.05639269406392694,0.9686529559969532,0.943607305936073,0.7976290525114155,0.5157324682958337
AVRO,5,0.8470273881095525,0.07886435331230283,0.05240174672489083,NB,Under sampling,True,0.9425894216133942,0.3488888888888889,0.6511111111111111,0.057410578386605786,0.9692834433846906,0.9425894216133942,0.7948773095298495,0.517583034567293
AVRO,5,0.8470273881095525,0.07886435331230283,0.05240174672489083,RF,Over sampling,True,0.9355022831050228,0.26666666666666666,0.7333333333333333,0.06449771689497717,0.9761762954139369,0.9355022831050228,0.8344178082191781,0.5471047987225813
AVRO,5,0.8470273881095525,0.07886435331230283,0.05240174672489083,IBk,Over sampling,True,0.9355022831050228,0.26666666666666666,0.7333333333333333,0.06449771689497717,0.9761762954139369,0.9355022831050228,0.834322322108067,0.5471047987225813
AVRO,5,0.8470273881095525,0.07886435331230283,0.05240174672489083,NB,Over sampling,True,0.9361681887366818,0.2811111111111111,0.7188888888888889,0.06383181126331812,0.9749356053100852,0.9361681887366818,0.8236251162692373,0.5403244790538692
AVRO,5,0.8470273881095525,0.07886435331230283,0.05240174672489083,RF,Smote,True,0.9332191780821918,0.21666666666666667,0.7833333333333333,0.06678082191780822,0.9805097451274363,0.9332191780821918,0.8569872526636225,0.5697997939388991
AVRO,5,0.8470273881095525,0.07886435331230283,0.05240174672489083,IBk,Smote,True,0.9332191780821918,0.21666666666666667,0.7833333333333333,0.06678082191780822,0.9805097451274363,0.9332191780821918,0.857347792998478,0.5697997939388991
AVRO,5,0.8470273881095525,0.07886435331230283,0.05240174672489083,NB,Smote,True,0.947869101978691,0.36777777777777776,0.6322222222222222,0.05213089802130898,0.9678484701311316,0.947869101978691,0.8581289108743446,0.522494640461049
AVRO,6,0.8350687988099665,0.07481629926519706,0.08793686583990981,RF,No sampling,False,0.9795427196149218,0.4375,0.5625,0.02045728038507822,0.9651410955655679,0.9795427196149218,0.8087323076041487,0.5922676140005678
AVRO,6,0.8350687988099665,0.07481629926519706,0.08793686583990981,IBk,No sampling,False,0.9709987966305655,0.4270833333333333,0.5729166666666666,0.029001203369434417,0.9656534226902824,0.9709987966305655,0.7608150141825684,0.5615819560015577
AVRO,6,0.8350687988099665,0.07481629926519706,0.08793686583990981,NB,No sampling,False,0.6605695948656237,0.40674603174603174,0.5932539682539683,0.3394304051343763,0.9525682554372975,0.6605695948656237,0.6568941846694554,0.09256646787159263
AVRO,6,0.8350687988099665,0.07481629926519706,0.08793686583990981,RF,Under sampling,False,0.7364620938628159,0.40922619047619047,0.5907738095238095,0.26353790613718414,0.9569976544175137,0.7364620938628159,0.669970023207839,0.1416833459906237
