Dataset,# Training,% Training,% Defect Training,Classifier,Balancing,FeatureSelection,Precision,Recall,ROC Area,Kappa
AVRO,4,0.8194006309148265,0.0846968238691049,RF,Under sampling,False,0.9815711094564408,0.9241149667017174,0.8802776217750586,0.5723413111664389
AVRO,4,0.8194006309148265,0.0846968238691049,IBk,Under sampling,False,0.979837518463811,0.9300385559060638,0.8786937991906446,0.5789424850501304
AVRO,4,0.8194006309148265,0.0846968238691049,NB,Under sampling,False,0.9805543552071115,0.9279121392686062,0.8819261150469527,0.5771234660188949
AVRO,4,0.8194006309148265,0.0846968238691049,RF,Over sampling,False,0.9848714069591528,0.9127234490010515,0.9055639199566644,0.5600392676869427
AVRO,4,0.8194006309148265,0.0846968238691049,IBk,Over sampling,False,0.9788602941176471,0.9332281808622502,0.8872896950578338,0.582316297270091
AVRO,4,0.8194006309148265,0.0846968238691049,NB,Over sampling,False,0.9806148907272503,0.9279121392686062,0.8877792411791711,0.577492271578111
AVRO,4,0.8194006309148265,0.0846968238691049,RF,Smote,False,0.9848714069591528,0.9127234490010515,0.905544004715929,0.5600392676869427
AVRO,4,0.8194006309148265,0.0846968238691049,IBk,Smote,False,0.9787822878228782,0.9297230984928145,0.8577630272228064,0.571468993840492
AVRO,4,0.8194006309148265,0.0846968238691049,NB,Smote,False,0.9807811531308122,0.9241733847412081,0.8746430008697798,0.5677790621025647
AVRO,5,0.8470273881095525,0.07886435331230283,RF,No sampling,False,0.9776319713689233,0.9355022831050228,0.8796941590563165,0.5572646241363792
AVRO,5,0.8470273881095525,0.07886435331230283,IBk,No sampling,False,0.974696504314758,0.9509132420091324,0.8623181839802131,0.5861984512330294
AVRO,5,0.8470273881095525,0.07886435331230283,NB,No sampling,False,0.97643362136685,0.9459665144596652,0.8659403010316252,0.582279802210132
AVRO,5,0.8470273881095525,0.07886435331230283,RF,Under sampling,False,0.9777761315653012,0.9417094748858448,0.861177731402207,0.5778820488794629
AVRO,5,0.8470273881095525,0.07886435331230283,IBk,Under sampling,False,0.9765648000942119,0.9466324200913242,0.8568458333333333,0.585472135486409
AVRO,5,0.8470273881095525,0.07886435331230283,NB,Under sampling,False,0.9772973505367871,0.9439212328767124,0.8600133709622865,0.5817221897713905
AVRO,5,0.8470273881095525,0.07886435331230283,RF,Over sampling,False,0.9819004524886877,0.9289383561643836,0.8812828196347032,0.5659323859028725
AVRO,5,0.8470273881095525,0.07886435331230283,IBk,Over sampling,False,0.9767612884247684,0.9476312785388128,0.8668477692161339,0.5902910613658686
AVRO,5,0.8470273881095525,0.07886435331230283,NB,Over sampling,False,0.9774184005522137,0.9429223744292238,0.8669405864197531,0.5793003200156244
AVRO,5,0.8470273881095525,0.07886435331230283,RF,Smote,False,0.9816871810267187,0.9332191780821918,0.8839806887366819,0.5776025222344181
AVRO,5,0.8470273881095525,0.07886435331230283,IBk,Smote,False,0.9816458552730555,0.9310787671232876,0.8747886938736682,0.5707462392594236
AVRO,5,0.8470273881095525,0.07886435331230283,NB,Smote,False,0.9806787466212834,0.9318873668188736,0.8647167787079316,0.5668441963138174
AVRO,6,0.8350687988099665,0.07481629926519706,RF,No sampling,False,0.9651410955655679,0.9795427196149218,0.8087323076041487,0.5922676140005678
AVRO,6,0.8350687988099665,0.07481629926519706,IBk,No sampling,False,0.9656534226902824,0.9709987966305655,0.7608150141825684,0.5615819560015577
AVRO,6,0.8350687988099665,0.07481629926519706,NB,No sampling,False,0.9525682554372975,0.6605695948656237,0.6568941846694554,0.09256646787159263
AVRO,6,0.8350687988099665,0.07481629926519706,RF,Under sampling,False,0.9569976544175137,0.7364620938628159,0.669970023207839,0.1416833459906237
AVRO,6,0.8350687988099665,0.07481629926519706,IBk,Under sampling,False,0.9592957996100904,0.7816125150421179,0.6572754999713484,0.1809844197676239
AVRO,6,0.8350687988099665,0.07481629926519706,NB,Under sampling,False,0.9534302325581395,0.6578018451664661,0.6011361773282652,0.09430423200327294
AVRO,6,0.8350687988099665,0.07481629926519706,RF,Over sampling,False,0.9641395908543923,0.9641395908543923,0.7171197209328978,0.5206872099020118
AVRO,6,0.8350687988099665,0.07481629926519706,IBk,Over sampling,False,0.9651555341210514,0.9632972322503008,0.7141197137699845,0.5274661389472256
AVRO,6,0.8350687988099665,0.07481629926519706,NB,Over sampling,False,0.9531031264582361,0.655435218612114,0.6358235201421122,0.09248124890858209
AVRO,6,0.8350687988099665,0.07481629926519706,RF,Smote,False,0.9654761904761905,0.9759326113116726,0.808236992149447,0.5800889591097221
AVRO,6,0.8350687988099665,0.07481629926519706,IBk,Smote,False,0.9658232401966663,0.9691937424789411,0.760626719099192,0.5561157628596628
AVRO,6,0.8350687988099665,0.07481629926519706,NB,Smote,False,0.956359827766787,0.6592860008022463,0.6839666542509503,0.10388026963628537
AVRO,7,0.8681194511702987,0.07698029007065824,RF,No sampling,False,0.9608981804103756,1.0,0.7614240405314399,0.6595660670391207
AVRO,7,0.8681194511702987,0.07698029007065824,IBk,No sampling,False,0.9621167740675649,0.9925463336019339,0.7380969064218897,0.6341649582047697
AVRO,7,0.8681194511702987,0.07698029007065824,NB,No sampling,False,0.9636327503974563,0.9768331990330379,0.7792231820043659,0.5783394618805763
AVRO,7,0.8681194511702987,0.07698029007065824,RF,Under sampling,False,0.9633127317676143,0.9812147461724415,0.7808560098895624,0.5937851286338856
AVRO,7,0.8681194511702987,0.07698029007065824,IBk,Under sampling,False,0.9647335111252637,0.9765108783239324,0.7799500558611374,0.5879327008586865
AVRO,7,0.8681194511702987,0.07698029007065824,NB,Under sampling,False,0.9654676258992806,0.9687416062315337,0.7877460942078727,0.5637886285378957
AVRO,7,0.8681194511702987,0.07698029007065824,RF,Over sampling,False,0.9610766847405112,0.999798549556809,0.7045354572243827,0.660534117952923
AVRO,7,0.8681194511702987,0.07698029007065824,IBk,Over sampling,False,0.9624743476986221,0.9920427074939565,0.7129291648662641,0.6355704110596295
AVRO,7,0.8681194511702987,0.07698029007065824,NB,Over sampling,False,0.9649601063829787,0.9745500940102069,0.7667327949643228,0.5820198648454825
AVRO,7,0.8681194511702987,0.07698029007065824,RF,Smote,False,0.9608981804103756,1.0,0.7056458676383001,0.6595660670391207
AVRO,7,0.8681194511702987,0.07698029007065824,IBk,Smote,False,0.96220703125,0.9924456083803385,0.7110170279149977,0.6346544751311031
AVRO,7,0.8681194511702987,0.07698029007065824,NB,Smote,False,0.9648008468969168,0.9791834542035992,0.7631467499977292,0.5999924384805018
AVRO,8,0.8974358974358975,0.08297013720742534,RF,No sampling,False,0.9664335664335665,0.9730681218095406,0.8334788225068612,0.620953418029974
AVRO,8,0.8974358974358975,0.08297013720742534,IBk,No sampling,False,0.9594070499008877,0.979757085020243,0.7238770165004929,0.5838293057070373
AVRO,8,0.8974358974358975,0.08297013720742534,NB,No sampling,False,0.9635002063800931,0.9587513935340022,0.7763459831860405,0.5438518339297383
AVRO,8,0.8974358974358975,0.08297013720742534,RF,Under sampling,False,0.9656285010082903,0.9482485477908819,0.7856301608988114,0.5274756291568812
AVRO,8,0.8974358974358975,0.08297013720742534,IBk,Under sampling,False,0.9669328900292725,0.9419468403450096,0.790777853956495,0.5185639536339282
AVRO,8,0.8974358974358975,0.08297013720742534,NB,Under sampling,False,0.967814212613922,0.9377457020477615,0.799429052500378,0.5129604096893036
AVRO,8,0.8974358974358975,0.08297013720742534,RF,Over sampling,False,0.9579846582984658,0.9672592853370885,0.7771072186145778,0.5238803624914349
AVRO,8,0.8974358974358975,0.08297013720742534,IBk,Over sampling,False,0.9552457182201567,0.9768526667840169,0.6955849657914942,0.5314351505576054
AVRO,8,0.8974358974358975,0.08297013720742534,NB,Over sampling,False,0.9606480117820324,0.9568151147098516,0.7639087231328281,0.5133172481865043
AVRO,8,0.8974358974358975,0.08297013720742534,RF,Smote,False,0.96746394653535,0.9683154374229889,0.8327361941676021,0.6110965969200067
AVRO,8,0.8974358974358975,0.08297013720742534,IBk,Smote,False,0.9598928170109776,0.9773807428269671,0.7237210251661453,0.5790427599203698
AVRO,8,0.8974358974358975,0.08297013720742534,NB,Smote,False,0.9638404726735599,0.9571671654051517,0.7757573865388021,0.5414378780699961
AVRO,9,0.8992965085982283,0.082427929885557,RF,No sampling,False,0.9612991349218394,1.0,0.8105155983025744,0.6932276429296043
AVRO,9,0.8992965085982283,0.082427929885557,IBk,No sampling,False,0.9627271315421649,0.9786864540574677,0.7755573527640879,0.6079484555490142
AVRO,9,0.8992965085982283,0.082427929885557,NB,No sampling,False,0.9601506118606841,0.9662140827281339,0.7566925554717608,0.5369963878138444
AVRO,9,0.8992965085982283,0.082427929885557,RF,Under sampling,False,0.9604449457430672,0.9746605620461004,0.7680162534690179,0.5706087247806032
AVRO,9,0.8992965085982283,0.082427929885557,IBk,Under sampling,False,0.9612415215828463,0.9710451531417745,0.7638908215932871,0.5643509863622789
AVRO,9,0.8992965085982283,0.082427929885557,NB,Under sampling,False,0.9601485277966634,0.9661614566887696,0.7587398533019094,0.5367941843825372
AVRO,9,0.8992965085982283,0.082427929885557,RF,Over sampling,False,0.9612991349218394,1.0,0.8142835857255984,0.6932276429296043
AVRO,9,0.8992965085982283,0.082427929885557,IBk,Over sampling,False,0.9644357976653697,0.9782917587622355,0.7967733347465599,0.6219785001130401
AVRO,9,0.8992965085982283,0.082427929885557,NB,Over sampling,False,0.9611777649709227,0.965477318177034,0.767159695889934,0.5437032048119425
AVRO,9,0.8992965085982283,0.082427929885557,RF,Smote,False,0.9612991349218394,1.0,0.8170959804619586,0.6932276429296043
AVRO,9,0.8992965085982283,0.082427929885557,IBk,Smote,False,0.9629514563106796,0.9786864540574677,0.781621682964091,0.6100274003392165
AVRO,9,0.8992965085982283,0.082427929885557,NB,Smote,False,0.9650820361800589,0.9657930744132197,0.794063687188109,0.5789674745582976
AVRO,10,0.9209358128374325,0.11321000521104742,RF,No sampling,False,0.9637547784227666,1.0,0.8863433076659223,0.8094110065935122
AVRO,10,0.9209358128374325,0.11321000521104742,IBk,No sampling,False,0.9659188339525578,0.9930218892316732,0.8674805795428554,0.7947595117912484
AVRO,10,0.9209358128374325,0.11321000521104742,NB,No sampling,False,0.9676364346382895,0.9707164193722149,0.8624882265894032,0.7242775879765263
AVRO,10,0.9209358128374325,0.11321000521104742,RF,Under sampling,False,0.9687627527360415,0.9590495078595563,0.8647223535205332,0.6930750411833373
AVRO,10,0.9209358128374325,0.11321000521104742,IBk,Under sampling,False,0.9691154155137017,0.9569854561480828,0.8634171112354219,0.688641388863841
AVRO,10,0.9209358128374325,0.11321000521104742,NB,Under sampling,False,0.9696145690407884,0.9516429166054552,0.8636056076174959,0.6752786510143782
AVRO,10,0.9209358128374325,0.11321000521104742,RF,Over sampling,False,0.9637547784227666,1.0,0.819953922745539,0.8094110065935122
AVRO,10,0.9209358128374325,0.11321000521104742,IBk,Over sampling,False,0.9659854223238531,0.9929484354341119,0.8347823341672749,0.7948733857044057
AVRO,10,0.9209358128374325,0.11321000521104742,NB,Over sampling,False,0.9676884029675907,0.9708633269673376,0.8483994200559241,0.725059192704181
AVRO,10,0.9209358128374325,0.11321000521104742,RF,Smote,False,0.9637547784227666,1.0,0.8870139433734616,0.8094110065935122
AVRO,10,0.9209358128374325,0.11321000521104742,IBk,Smote,False,0.9659188339525578,0.9930218892316732,0.8675530401504036,0.7947595117912484
AVRO,10,0.9209358128374325,0.11321000521104742,NB,Smote,False,0.9678789358066878,0.9709122961657117,0.8647092718227607,0.726291768667428
AVRO,11,0.9263169593242943,0.10773845230953809,RF,No sampling,False,0.9659696064423952,1.0,0.8798524532576988,0.8124494466246533
AVRO,11,0.9263169593242943,0.10773845230953809,IBk,No sampling,False,0.9547935529441983,0.999663842947425,0.751993153027375,0.733119712226148
AVRO,11,0.9263169593242943,0.10773845230953809,NB,No sampling,False,0.9556602950161474,0.9814889516382054,0.7882562947217403,0.67031479780563
AVRO,11,0.9263169593242943,0.10773845230953809,RF,Under sampling,False,0.9599773393761664,0.9683676213526959,0.8021849806002193,0.6548518665242476
AVRO,11,0.9263169593242943,0.10773845230953809,IBk,Under sampling,False,0.9623739540871058,0.9650396665322039,0.8112407174984045,0.6592156739185335
AVRO,11,0.9263169593242943,0.10773845230953809,NB,Under sampling,False,0.9638234168523896,0.9594818699296311,0.8265647619996421,0.6505571493306199
AVRO,11,0.9263169593242943,0.10773845230953809,RF,Over sampling,False,0.9657187378262563,1.0,0.8311805057059852,0.810805261588526
AVRO,11,0.9263169593242943,0.10773845230953809,IBk,Over sampling,False,0.9547322460511108,0.999663842947425,0.7287211837040644,0.7326643478317438
AVRO,11,0.9263169593242943,0.10773845230953809,NB,Over sampling,False,0.9554721264242372,0.9809959212944288,0.7786693551244959,0.6672756976192835
AVRO,11,0.9263169593242943,0.10773845230953809,RF,Smote,False,0.9659696064423952,1.0,0.878397544571131,0.8124494466246533
AVRO,11,0.9263169593242943,0.10773845230953809,IBk,Smote,False,0.95508866615266,0.9993949173053651,0.7541736630757008,0.7342025603876874
AVRO,11,0.9263169593242943,0.10773845230953809,NB,Smote,False,0.9605476806951332,0.9810407422347721,0.8149953713311756,0.7018542024685755
AVRO,12,0.931759345552449,0.10402311624805512,RF,No sampling,False,0.9645141065830721,0.9541056809724634,0.8805614659466061,0.6260384243254181
AVRO,12,0.931759345552449,0.10402311624805512,IBk,No sampling,False,0.9690010040160643,0.9577028032746217,0.8729080396160526,0.6643284556666618
AVRO,12,0.931759345552449,0.10402311624805512,NB,No sampling,False,0.969878501518731,0.9505499049036633,0.866642944118033,0.6471801684566687
AVRO,12,0.931759345552449,0.10402311624805512,RF,Under sampling,False,0.9712092741807064,0.945640039692384,0.8710602969878739,0.6400433134095864
AVRO,12,0.931759345552449,0.10402311624805512,IBk,Under sampling,False,0.9718833566789762,0.9466881667080129,0.8708990155355821,0.6469478146535053
AVRO,12,0.931759345552449,0.10402311624805512,NB,Under sampling,False,0.9716217077992475,0.9449268171669561,0.8665828058154714,0.6402521392164454
AVRO,12,0.931759345552449,0.10402311624805512,RF,Over sampling,False,0.9677109590685392,1.0,0.8831383831926501,0.8162860896671542
AVRO,12,0.931759345552449,0.10402311624805512,IBk,Over sampling,False,0.970528642475594,0.9803398660382039,0.8737990376929226,0.752902618270802
AVRO,12,0.931759345552449,0.10402311624805512,NB,Over sampling,False,0.9703928245162362,0.9662201273463987,0.8638737035717727,0.7008311831273182
AVRO,12,0.931759345552449,0.10402311624805512,RF,Smote,False,0.9677704752275025,0.9497643264698586,0.8851016004172789,0.6325293466404603
AVRO,12,0.931759345552449,0.10402311624805512,IBk,Smote,False,0.9708517350157728,0.9543537583726123,0.8755837173762316,0.6645697877924558
AVRO,12,0.931759345552449,0.10402311624805512,NB,Smote,False,0.9722092579235436,0.9474075911684445,0.8725914935602358,0.6509337257992452
AVRO,13,0.9363909628624066,0.10106658382520452,RF,No sampling,False,0.9622950819672131,0.9466651307453059,0.8861818537185978,0.5795882887913558
AVRO,13,0.9363909628624066,0.10106658382520452,IBk,No sampling,False,0.9644142343062775,0.9724686096071881,0.878269414573187,0.6755796675224321
AVRO,13,0.9363909628624066,0.10106658382520452,NB,No sampling,False,0.9650483945306498,0.9647890028030565,0.8598908194916813,0.653303522816947
AVRO,13,0.9363909628624066,0.10106658382520452,RF,Under sampling,False,0.9676951208893275,0.9601428406865569,0.8581285343108466,0.6548766344498959
AVRO,13,0.9363909628624066,0.10106658382520452,IBk,Under sampling,False,0.9674343620451404,0.9677686902430596,0.8542673489871417,0.6789407309228229
AVRO,13,0.9363909628624066,0.10106658382520452,NB,Under sampling,False,0.9675841214199041,0.9644818185308912,0.8550907406655534,0.6686223522818251
AVRO,13,0.9363909628624066,0.10106658382520452,RF,Over sampling,False,0.9769008662175168,0.9353761087432323,0.8863624346367892,0.6325271343794009
AVRO,13,0.9363909628624066,0.10106658382520452,IBk,Over sampling,False,0.9714682562648301,0.9668240986061514,0.8785876441814704,0.7010341313714377
AVRO,13,0.9363909628624066,0.10106658382520452,NB,Over sampling,False,0.9704399100007759,0.9605652190607841,0.862255393507459,0.6732771457550935
AVRO,13,0.9363909628624066,0.10106658382520452,RF,Smote,False,0.975125568045922,0.9392927082133394,0.8893024218143638,0.6341895955653103
AVRO,13,0.9363909628624066,0.10106658382520452,IBk,Smote,False,0.9760105553556435,0.9373344084782859,0.8743211544290244,0.633350194061676
AVRO,13,0.9363909628624066,0.10106658382520452,NB,Smote,False,0.9759571148537824,0.9367584379679761,0.8704754513290232,0.6313982325876029
AVRO,14,0.9400236988424027,0.09531659071075342,RF,No sampling,False,0.9714702207413578,1.0,0.8915276201317358,0.8240025879902356
AVRO,14,0.9400236988424027,0.09531659071075342,IBk,No sampling,False,0.9739972628697757,0.9916398713826367,0.8893843790308775,0.8020494991270152
AVRO,14,0.9400236988424027,0.09531659071075342,NB,No sampling,False,0.974368077250781,0.9805644873168989,0.8846338995506678,0.7561518428307166
AVRO,14,0.9400236988424027,0.09531659071075342,RF,Under sampling,False,0.9736312612517208,0.9854233654876742,0.8874217982497745,0.7718044050401476
AVRO,14,0.9400236988424027,0.09531659071075342,IBk,Under sampling,False,0.9742083758937692,0.9813504823151126,0.886242953358215,0.7583631214613548
AVRO,14,0.9400236988424027,0.09531659071075342,NB,Under sampling,False,0.9745842933433353,0.9747409789210433,0.8832863015069448,0.7339737516172823
AVRO,14,0.9400236988424027,0.09531659071075342,RF,Over sampling,False,0.9714702207413578,1.0,0.8911841062259919,0.8240025879902356
AVRO,14,0.9400236988424027,0.09531659071075342,IBk,Over sampling,False,0.9739458712181635,0.9816184351554127,0.8887713994280039,0.7577247586907879
AVRO,14,0.9400236988424027,0.09531659071075342,NB,Over sampling,False,0.9751655629139073,0.9679885673454806,0.8826369891102173,0.7117701186840261
AVRO,14,0.9400236988424027,0.09531659071075342,RF,Smote,False,0.9714702207413578,1.0,0.8919020998997971,0.8240025879902356
AVRO,14,0.9400236988424027,0.09531659071075342,IBk,Smote,False,0.9739972628697757,0.9916398713826367,0.890051112753901,0.8020494991270152
AVRO,14,0.9400236988424027,0.09531659071075342,NB,Smote,False,0.9752323087919943,0.9748838871025366,0.8858288656354162,0.7387683692478979
